Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,104,0.18289790764790761,0.10425809693520349,1
2,342,0.18132514707514702,0.10140709100171637,1
3,0,0.19668589743589743,0.118431883770801,1
4,95,0.183031746031746,0.09794533674284826,1
5,100,0.1925674603174603,0.0983061836375038,1
6,212,0.17436158286158285,0.0992400624046085,1
7,0,0.1950579322638146,0.11224703033398496,1
8,0,0.18660014005602235,0.10216209633040493,1
9,163,0.17913106338106335,0.09807247704376906,1
10,240,0.17255555555555557,0.10107654214571271,1
11,891,0.17269191919191915,0.09585368874692182,1
12,378,0.17976598401598398,0.10356701373696348,1
13,241,0.17881288156288153,0.09687791941939204,1
14,37,0.19203643578643576,0.10805821383316642,1
15,45,0.1909256854256854,0.11024536447825854,1
16,967,0.17850865800865798,0.10475868163890899,1
17,0,0.19422258297258296,0.11120582198873492,1
18,236,0.18923953823953824,0.11607990279316331,1
19,42,0.19056259018759017,0.11304009115783917,1
20,180,0.18547107059607054,0.10598550572603277,1
21,389,0.17502489177489175,0.09684656933292735,1
22,223,0.18774242424242424,0.10847141771360075,1
23,312,0.1831865079365079,0.1050281407628632,1
24,0,0.2073860028860029,0.14438702233355058,2
25,134,0.1836038961038961,0.10456282793720671,1
26,0,0.19664447480623948,0.1064778465959407,1
27,16,0.19246536796536792,0.10412812871569706,1
28,531,0.19065981240981236,0.11068348624371303,1
29,168,0.18696969696969695,0.11164783459514306,1
30,89,0.19524603174603172,0.10278143923121975,1
