Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.19385551948051943,0.10470921106803291,1
2,124,0.18402886002886,0.10068368836598027,1
3,0,0.20983008658008656,0.11270424419663966,1
4,433,0.18410389610389608,0.10843442738936196,1
5,27,0.18322691197691193,0.10167383077855167,1
6,204,0.18069668737060038,0.09747574282843409,1
7,47,0.17615223665223667,0.11086796483269608,1
8,66,0.18151623376623377,0.0996623238435232,1
9,49,0.1963971861471861,0.11601887305018205,1
10,12,0.18799950049950045,0.1067183201481342,1
11,274,0.17350396825396824,0.09526970135275319,1
12,0,0.22192099567099569,0.12421712644395183,1
13,177,0.1893690476190476,0.10688000230300451,1
14,41,0.19059328579916815,0.10881653697700876,1
15,447,0.17640115440115436,0.10160989743516889,1
16,89,0.19008513708513702,0.10586630582659202,1
17,142,0.18433283383283378,0.10393728981169378,1
18,166,0.19647222222222221,0.11092911533383738,1
19,10,0.2118939393939394,0.1109158757160318,1
20,22,0.20242099567099564,0.11548580319921992,1
21,158,0.17875768675768672,0.09777952988524773,1
22,195,0.18364033189033183,0.10296614875336471,1
23,0,0.2029808802308802,0.10738095439946249,1
24,1129,0.178520202020202,0.09608678699446993,1
25,0,0.18903643578643575,0.10480612773224578,1
26,507,0.1734491341991342,0.10128452318924315,1
27,305,0.18605591630591625,0.1028405492358628,1
28,52,0.18760786435786433,0.10362981905237759,1
29,7,0.19879040404040402,0.11061950397079502,1
30,628,0.17256024531024533,0.10112442531241941,1
