Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,56,0.24149999999999994,0.05074418412214568,0
2,46,0.26566666666666666,0.11142561046126992,1
3,43,0.2725,0.11465830880393175,1
4,0,0.20175036075036076,0.12503717887734683,1
5,0,0.2048975468975469,0.11464400385761654,1
6,54,0.24816666666666667,0.05967015818462171,0
7,0,0.18349217449217445,0.101053032646359,1
8,0,0.1906439018497842,0.10437907086566846,1
9,53,0.276,0.0905023019965054,0
10,10,0.22808333333333333,0.11327080295286734,1
11,14,0.21313095238095234,0.10290597041554748,1
12,56,0.28150000000000003,0.07809876226078533,0
13,64,0.27033333333333337,0.07647003770540896,0
14,53,0.2821666666666667,0.08848273529024996,0
15,60,0.277,0.08614522621712709,0
16,5,0.2154444444444444,0.10363948502932104,1
17,57,0.26566666666666666,0.08078847552576901,0
18,29,0.24066666666666667,0.1014703021687736,1
19,5,0.21655158730158727,0.10769236357308568,1
20,52,0.2656666666666667,0.07727368389188018,0
21,59,0.2606666666666667,0.0676395676443242,0
22,43,0.2631666666666667,0.09986922003856398,1
23,54,0.23249999999999996,0.05760859310901456,0
24,42,0.249,0.10079737650906946,1
25,53,0.25800000000000006,0.06978060857669079,0
26,58,0.2781666666666667,0.08672097657301708,0
27,57,0.2675,0.09346345096703132,0
28,0,0.20859697247197245,0.1148594516922017,1
29,56,0.26966666666666667,0.0802212219081986,0
30,14,0.22404761904761905,0.10761180443387583,1
