Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,24,0.24285714285714285,0.11185662591864982,1
2,53,0.26416666666666666,0.08404281316355637,0
3,57,0.258,0.06153048025166063,0
4,59,0.27283333333333337,0.07493163550864212,0
5,0,0.20075261726577515,0.12249800892502205,1
6,0,0.1775422998054577,0.09740679423380547,1
7,56,0.2543333333333333,0.05810048766289888,0
8,0,0.19364111705288173,0.1127876768148332,1
9,0,0.19702886002886,0.1074441025161823,1
10,20,0.24157142857142858,0.10485948918269308,1
11,16,0.2177619047619047,0.09268324375780872,1
12,57,0.26050000000000006,0.06349343798115412,0
13,56,0.2551666666666667,0.09555960908714982,1
14,58,0.24783333333333335,0.07065782177351478,0
15,54,0.265,0.08180260794538682,0
16,25,0.25133333333333335,0.10117860994850202,1
17,0,0.20803571428571427,0.11286120836056873,1
18,57,0.26216666666666666,0.07046886625390755,0
19,30,0.2431666666666667,0.11088269577450859,1
20,55,0.26383333333333336,0.06437973283573022,0
21,6,0.22188095238095237,0.11019486193272297,1
22,59,0.25900000000000006,0.06929886963965091,0
23,55,0.2566666666666667,0.06716480559869961,0
24,58,0.2585,0.08268061038316864,0
25,0,0.2102189754689755,0.1217605134761612,1
26,54,0.24566666666666667,0.09819538346242827,1
27,0,0.20913888888888887,0.1047635349650699,1
28,0,0.19349035175350962,0.10703028161578844,1
29,54,0.2725,0.07928061974194364,0
30,27,0.23383333333333337,0.10725353807017943,1
