Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,40,0.23199999999999998,0.09628314725041161,1
2,168,0.3366666666666667,0.10666666666666667,1
3,120,0.3041666666666667,0.0952883052169106,1
4,35,0.2781666666666667,0.10418186555783646,1
5,83,0.32583333333333336,0.11431863365173675,1
6,17,0.2095238095238095,0.10049480757335848,1
7,44,0.24633333333333332,0.09385508924814774,1
8,0,0.21005699855699853,0.126474261880624,1
9,52,0.269,0.10577806956075536,1
10,226,0.4283333333333333,0.1007058422668053,1
11,93,0.3001666666666667,0.10098115885869229,1
12,0,0.20094480519480512,0.10740338061225785,1
13,100,0.31583333333333335,0.10755812382149477,1
14,0,0.2045840548340548,0.1363780676429447,2
15,0,0.20667893217893216,0.12167908499938608,1
16,212,0.365,0.10259142264341596,1
17,75,0.2786666666666667,0.10230890044913546,1
18,0,0.2086796536796537,0.11696935551137191,1
19,12,0.21876190476190477,0.10799162749943778,1
20,442,0.5016666666666666,0.055251948180835925,1
21,44,0.25,0.10082988974836116,1
22,0,0.2007671674730498,0.10754020810513777,1
23,117,0.2818333333333334,0.09577447467879947,1
24,33,0.2516666666666667,0.10539607835841584,1
25,210,0.3366666666666667,0.1006368609296702,1
26,1,0.1946043678543678,0.1106247549168839,1
27,0,0.19498881673881668,0.1016698721887689,1
28,0,0.19621861471861468,0.10437321661581879,1
29,139,0.3341666666666667,0.11148928697911344,1
30,148,0.32583333333333336,0.10678053817682945,1
