Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.20233513708513706,0.1322751807435195,2
2,0,0.1942708859767683,0.13285248584457615,2
3,53,0.16959506180094416,0.08538452070516935,0
4,54,0.1550407647907648,0.0500228409666009,0
5,54,0.16388437137575068,0.08481059221360819,0
6,11,0.19124181374181373,0.10879018118273956,1
7,52,0.1608459595959596,0.060404907451528156,0
8,57,0.16911086136086134,0.08264183104641692,0
9,57,0.17157972582972583,0.07464622818392212,0
10,27,0.180031857031857,0.1074684939791427,1
11,0,0.19976788897377135,0.11735428865321419,1
12,51,0.15367117604617606,0.06330850075302953,0
13,26,0.1912425352425352,0.11386567977625807,1
14,52,0.17066208791208787,0.0627112098949624,0
15,55,0.1700891053391053,0.07157056132500543,0
16,0,0.2063425642984466,0.11300896227211038,1
17,18,0.18739718614718612,0.10479056563459328,1
18,53,0.15602954398542634,0.05877874967182917,0
19,35,0.18115569561157796,0.1003650262052828,1
20,58,0.1673096348096348,0.06669611020108755,0
21,53,0.16314134476634476,0.07258127915608917,0
22,59,0.17631421356421353,0.07097325240379387,0
23,36,0.18033065953654184,0.11329459860428338,1
24,0,0.19507215007215004,0.10129187957259982,1
25,3,0.1877814465228258,0.10585007584976738,1
26,54,0.1628179320679321,0.06385378991580291,0
27,52,0.15870310245310246,0.06596869091676437,0
28,0,0.20872619047619045,0.1126148177416325,1
29,50,0.17241713841713843,0.08151845488797259,0
30,0,0.1856908369408369,0.10092395811123726,1
