Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.2045354645354645,0.11215946307904306,1
2,55,0.17087734487734482,0.06291968116371396,0
3,0,0.20598015873015868,0.11011975911396059,1
4,52,0.17080339105339104,0.07242770448387476,0
5,58,0.16231561902150132,0.05970251862485097,0
6,51,0.16037012987012986,0.046689637213831896,0
7,57,0.16288936063936066,0.058270598871464574,0
8,56,0.16121969696969699,0.06398450916614515,0
9,7,0.2064981684981685,0.11615523973682779,1
10,54,0.16948063048063045,0.06777812522249556,0
11,46,0.17437806637806638,0.10527936891181779,1
12,0,0.21160854831443068,0.11537092232177579,1
13,0,0.20113528138528136,0.11309849290903874,1
14,43,0.196245781995782,0.11766556944802518,1
15,58,0.16698856698856698,0.06860284363577134,0
16,42,0.17692192937781173,0.1048779263530364,1
17,37,0.1817828282828283,0.10965546819703566,1
18,58,0.15631926406926408,0.06164408219540997,0
19,16,0.19166305916305912,0.11059535070831812,1
20,0,0.18600743700743697,0.1014361878016327,1
21,3,0.2044256854256854,0.12245287638663542,1
22,3,0.1946580404889228,0.10731380355479372,1
23,0,0.2054396159396159,0.1162652591230905,1
24,55,0.1740229076479076,0.0705770156774164,0
25,54,0.16216867343183133,0.0616299123693628,0
26,0,0.19900683526999316,0.1143051896165831,1
27,55,0.162769092019092,0.06183236992225557,0
28,29,0.18131396381396375,0.09872373737571097,1
29,57,0.16225307542698847,0.05899799496762383,0
30,56,0.16896067821067817,0.06274096142665285,0
