Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.216753108003108,0.1256945950283947,1
2,0,0.19321464646464645,0.11099272404245224,1
3,27,0.18055408480408477,0.10701570872685831,1
4,46,0.18362766808355044,0.11080737541990428,1
5,856,0.14010163752656013,0.10159239473148887,1
6,22,0.18982081807081802,0.10436545857963911,1
7,99,0.17116389166389168,0.10989896685135452,1
8,477,0.15050263625263627,0.10219124216842856,1
9,0,0.19438528138528138,0.11019202737492936,1
10,20,0.1915846277905101,0.10344367356920811,1
11,26,0.18241901154401152,0.10422813009910631,1
12,392,0.1448861138861139,0.10422383742500706,1
13,193,0.16233063178651413,0.10630268701405869,1
14,0,0.19545346320346318,0.11249566153667162,1
15,667,0.15707593223769695,0.10993722894788252,1
16,94,0.1646391108891109,0.10026610639567565,1
17,485,0.1551253648312472,0.11146631782844608,1
18,570,0.16160263347763348,0.12146724423522386,1
19,13,0.19235786435786434,0.10669616068044496,1
20,655,0.15973207756295993,0.11379173266082125,1
21,0,0.21325718725718723,0.1267103264433065,1
22,1456,0.1454358680535151,0.10922102032826146,1
23,0,0.2046839826839827,0.11746408087276859,1
24,7,0.199012987012987,0.10807956477571468,1
25,817,0.14172227289618594,0.10393588869784089,1
26,757,0.15533263855167878,0.11919495091003539,1
27,68,0.17962842712842714,0.11163227977889177,1
28,323,0.14998528269116507,0.10476085730332575,1
29,0,0.21186183261183258,0.11242678349483534,1
30,10,0.21371594092182328,0.1159214969105615,1
