Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,55,0.35,0.1224744871391589,1
2,111,0.48666666666666664,0.04521553322083513,0
3,117,0.49,0.03958114029012639,0
4,52,0.304,0.12536878931110937,1
5,23,0.30133333333333334,0.13911785571154328,1
6,104,0.46,0.10832051206181281,1
7,5,0.21177777777777776,0.13388854640014156,1
8,103,0.38666666666666666,0.07774602526460402,0
9,73,0.37666666666666665,0.12046207333061767,1
10,109,0.47,0.0640312423743285,0
11,4,0.2288968253968254,0.12915558287607024,1
12,107,0.5,0.0,0
13,0,0.19415873015873014,0.12761798743933003,1
14,0,0.20298362748362744,0.13878239503477457,1
15,0,0.2151587301587302,0.13055061022138545,1
16,81,0.3933333333333333,0.11430952132988165,1
17,109,0.5,0.0,0
18,107,0.4833333333333333,0.05,0
19,20,0.262,0.12879958592065943,1
20,23,0.26899999999999996,0.11264546151532248,1
21,96,0.38166666666666665,0.12028900383844089,1
22,113,0.5,0.0,0
23,44,0.3533333333333333,0.13391539617733778,1
24,108,0.3933333333333333,0.08,0
25,27,0.30833333333333335,0.1333854064981123,1
26,115,0.44666666666666666,0.07774602526460402,0
27,80,0.3533333333333333,0.11372481406154654,1
28,108,0.48,0.05416025603090641,0
29,89,0.51,0.06999999999999999,1
30,92,0.4233333333333333,0.11647603473104098,1
