Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.20925396825396825,0.13422628145564086,1
2,29,0.291,0.11804942467740649,1
3,111,0.4,0.08164965809277261,0
4,67,0.37666666666666665,0.12719189352225943,1
5,112,0.37,0.06904105059069328,0
6,84,0.44,0.11430952132988166,1
7,36,0.3043333333333333,0.13332541643162665,1
8,97,0.46333333333333326,0.10692676621563627,1
9,14,0.25666666666666665,0.14087031072743628,1
10,19,0.28733333333333333,0.13930621745716243,1
11,112,0.47,0.0640312423743285,0
12,59,0.36166666666666664,0.1231642985789488,1
13,120,0.3466666666666666,0.060918889608323555,0
14,19,0.27066666666666667,0.11588116518418533,1
15,64,0.3583333333333333,0.125,1
16,57,0.3183333333333333,0.11629703349613008,1
17,112,0.4533333333333333,0.07483314773547883,0
18,115,0.4,0.08164965809277261,0
19,106,0.33666666666666667,0.07446102634562893,0
20,58,0.3233333333333333,0.12206555615733704,1
21,10,0.25285714285714284,0.1313362339539487,1
22,115,0.47,0.0640312423743285,0
23,67,0.31999999999999995,0.11944315244779279,1
24,16,0.26166666666666666,0.13704216707114475,1
25,55,0.3466666666666666,0.1305543735171076,1
26,109,0.42666666666666664,0.11623730516108463,1
27,111,0.4133333333333333,0.08326663997864532,0
28,63,0.39166666666666666,0.1227576655221353,1
29,0,0.23455555555555554,0.14105018682306616,1
30,0,0.21285137085137085,0.14497058960002315,1
