Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.1984918137418137,0.1169549331060721,1
2,151,0.3191666666666667,0.10072997457449187,1
3,157,0.32833333333333337,0.10594810050208546,1
4,70,0.3275,0.10623284175181735,1
5,0,0.20710256410256414,0.11406962537834671,1
6,0,0.19062794966471436,0.11678000299078509,1
7,253,0.3933333333333333,0.09865765724632497,1
8,231,0.405,0.10070584226680529,1
9,18,0.21116666666666664,0.09922871208267948,1
10,33,0.2675,0.10280442597476043,1
11,9,0.19385714285714284,0.10309107546858672,1
12,112,0.3116666666666667,0.1044961455961149,1
13,61,0.272,0.1083943417957475,1
14,10,0.21488095238095237,0.10631658911092569,1
15,0,0.189043401043401,0.1002627385152361,1
16,57,0.2755,0.11139157658159496,1
17,116,0.32333333333333336,0.10754843869934451,1
18,0,0.198034854034854,0.10702938897746267,1
19,0,0.2136944444444444,0.12042269990927439,1
20,114,0.3375,0.11203608049790627,1
21,109,0.3096666666666667,0.10612309414595443,1
22,17,0.22099999999999997,0.10359544330237636,1
23,0,0.1994054834054834,0.10899028640061335,1
24,171,0.3358333333333334,0.10304731922762474,1
25,0,0.20387445887445885,0.11048023258741857,1
26,0,0.1973697691197691,0.11016786231865125,1
27,10,0.21605158730158727,0.10062630425721501,1
28,5,0.20240079365079364,0.10743504214665325,1
29,0,0.20565487290487286,0.11095193656383354,1
30,148,0.365,0.1104158805003459,1
