Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,92,0.3275,0.11882234638316146,1
2,0,0.19992893217893215,0.10778003364598243,1
3,0,0.20890701842017634,0.11283829791554616,1
4,19,0.22438095238095238,0.10202547367648711,1
5,50,0.25833333333333336,0.101447851956888,1
6,301,0.39166666666666666,0.09824855102126331,1
7,0,0.19871897546897543,0.10555332451353726,1
8,0,0.1969570707070707,0.11160731686257516,1
9,375,0.45,0.09574271077563382,1
10,115,0.3325,0.1102364882120858,1
11,61,0.26416666666666666,0.10945255187116978,1
12,84,0.2871666666666667,0.08840735891944239,1
13,230,0.3666666666666667,0.09930312739844155,1
14,199,0.35,0.10606601717798213,1
15,113,0.3116666666666667,0.1044961455961149,1
16,66,0.2781666666666667,0.10216258828183848,1
17,82,0.31083333333333335,0.11233320969330486,1
18,163,0.35833333333333334,0.09682458365518543,1
19,115,0.3225,0.10583989480972349,1
20,13,0.2093571428571428,0.09891159673291079,1
21,64,0.27666666666666667,0.11222497246354951,1
22,156,0.3116666666666667,0.0917575307233387,1
23,0,0.19672619047619047,0.12975888757960163,2
24,0,0.19566785991785993,0.11110892412795871,1
25,0,0.21206782106782107,0.12161081011267282,1
26,12,0.2359285714285714,0.10952334109630678,1
27,259,0.35833333333333334,0.08779711460710615,1
28,0,0.20255591630591627,0.11083256949702924,1
29,75,0.2868333333333334,0.10604755222697661,1
30,0,0.19580963480963479,0.11205049791715303,1
