Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,261,0.1833413808413808,0.10323166716618123,1
2,1026,0.18705988455988454,0.1075068166207055,1
3,731,0.17843398268398264,0.10432681045164163,1
4,0,0.19184199134199134,0.11408612237183526,1
5,32,0.18795703316291548,0.10514755222319805,1
6,971,0.18441774891774887,0.1016716783925244,1
7,28,0.18694877344877342,0.09896632692926206,1
8,0,0.19629097699685932,0.10871044154985816,1
9,150,0.18521897546897542,0.10516740239512583,1
10,375,0.17818831168831167,0.09958885720457815,1
11,23,0.20440834165834165,0.12092080670975039,1
12,164,0.17730339105339105,0.10522404410176685,1
13,59,0.17986025086025084,0.10298972730294616,1
14,68,0.1905122655122655,0.10463514867574514,1
15,486,0.17852092352092352,0.11036411925449806,1
16,0,0.20761111111111108,0.11744180704641786,1
17,307,0.18409595959595954,0.09986930826444951,1
18,532,0.18114321789321788,0.11363626930239562,1
19,80,0.184051948051948,0.10029531465060781,1
20,109,0.17602849927849928,0.09752339304251634,1
21,53,0.17904040404040397,0.10278009116314654,1
22,0,0.20473946886446887,0.11255144977695582,1
23,0,0.2030955988455988,0.11630834314304919,1
24,227,0.1806865079365079,0.10140832533545704,1
25,0,0.21863585434173669,0.11765294336912693,1
26,320,0.17239862914862913,0.1032125381696942,1
27,162,0.17564285714285713,0.09682196162264292,1
28,157,0.1851423576423576,0.10585128378939322,1
29,570,0.19393253968253965,0.10870504713785202,1
30,123,0.1861284271284271,0.1077959029426278,1
