Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,60,0.268,0.10095873744588264,1
2,19,0.22790476190476192,0.11040950368243378,1
3,3,0.19742857142857137,0.09964445296554506,1
4,0,0.1993965756465756,0.1264327574884436,2
5,0,0.21030097680097679,0.1166633950770882,1
6,250,0.38666666666666666,0.09683892697555967,1
7,0,0.19934818775995247,0.139288892663237,2
8,64,0.26833333333333337,0.10851267207105353,1
9,10,0.2273690476190476,0.11126074752539324,1
10,97,0.32833333333333337,0.10981044273352754,1
11,159,0.39166666666666666,0.10833333333333334,1
12,96,0.3066666666666667,0.09270622656782253,1
13,148,0.36333333333333334,0.0862167810425171,1
14,114,0.33333333333333337,0.10408329997330665,1
15,11,0.21790476190476185,0.1020744192970498,1
16,156,0.3766666666666667,0.10572501018102472,1
17,159,0.40333333333333327,0.10049875621120892,1
18,109,0.2978333333333334,0.09839419020789117,1
19,25,0.23311904761904764,0.10458106415404193,1
20,11,0.22670238095238093,0.1068475102557182,1
21,77,0.28516666666666673,0.09692193307560013,1
22,174,0.35333333333333333,0.09582971007643368,1
23,0,0.19892435342435338,0.11360367240386693,1
24,9,0.2136190476190476,0.10405746929509564,1
25,66,0.2535,0.09071613233965978,1
26,0,0.19524350649350647,0.10877762072195146,1
27,119,0.31833333333333336,0.10095378480605205,1
28,59,0.30250000000000005,0.1174113140488031,1
29,0,0.19075371850371844,0.10784202712767654,1
30,0,0.19807215007215004,0.10993710712253947,1
