Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.1897205988455988,0.109444257870752,1
2,0,0.18854650904650902,0.11698376445061323,1
3,33,0.24002380952380953,0.106820517766359,1
4,57,0.2821666666666667,0.1060465044737973,1
5,276,0.475,0.08291561975888499,1
6,356,0.505,0.049749371855330994,1
7,185,0.395,0.0990370301116372,1
8,0,0.198464969670852,0.11608590051041713,1
9,557,0.505,0.049749371855330994,1
10,103,0.3316666666666667,0.11424875394409244,1
11,0,0.2006197691197691,0.1197503734503273,1
12,95,0.30083333333333334,0.08889366306623511,1
13,172,0.34666666666666673,0.0976956725983523,1
14,130,0.3341666666666667,0.10171788327417053,1
15,55,0.28733333333333333,0.1144581437323997,1
16,0,0.19430205905205905,0.11182514255833223,1
17,22,0.22616666666666663,0.09493433403030632,1
18,12,0.22470238095238096,0.10748548061521566,1
19,73,0.28750000000000003,0.11203608049790627,1
20,65,0.2806666666666667,0.10800514391042267,1
21,155,0.33,0.10535653752852739,1
22,84,0.30750000000000005,0.10320893049214944,1
23,365,0.505,0.049749371855330994,1
24,103,0.35,0.1224744871391589,1
25,101,0.3008333333333334,0.09566652148653326,1
26,138,0.38,0.11262030604350769,1
27,170,0.3483333333333334,0.1069657265981336,1
28,1,0.2101554834054834,0.11805303385824738,1
29,94,0.32583333333333336,0.10871407452579449,1
30,368,0.505,0.049749371855330994,1
