Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.19507644153232384,0.10936466665967605,1
2,34,0.1914438339438339,0.10452302170191269,1
3,2,0.19894419469419466,0.11276390843364434,1
4,229,0.18032514707514705,0.11166048662170765,1
5,299,0.18429834054834054,0.10630749385781567,1
6,89,0.18338224683812915,0.10082469225741797,1
7,1137,0.1733023088023088,0.09654577306324491,1
8,0,0.19439718614718612,0.10212476510828804,1
9,436,0.18564754689754687,0.10549594986522237,1
10,506,0.18320418470418467,0.11002140409294336,1
11,18,0.18508344433344429,0.10542687972226991,1
12,14,0.19267961613549844,0.10856452752503919,1
13,583,0.1751202408702409,0.10722599769822505,1
14,449,0.17671825396825394,0.09803760852440856,1
15,41,0.18149542124542123,0.10702518795978777,1
16,61,0.1894592162223741,0.11036901708785732,1
17,55,0.18941053391053392,0.1074898239490711,1
18,297,0.1820126262626262,0.1030272498566162,1
19,87,0.19385750360750356,0.10607141953579906,1
20,85,0.18177886002886,0.10177064023503261,1
21,0,0.1960761183261183,0.10536971498960111,1
22,103,0.1892301587301587,0.10183308282365616,1
23,0,0.19786616161616158,0.11791907222395996,1
24,474,0.1854015151515151,0.1053515152921171,1
25,18,0.20126201576201574,0.11154683560694982,1
26,70,0.1871233766233766,0.101000698621868,1
27,17,0.19121861471861468,0.09907342954096587,1
28,288,0.19152777777777774,0.10967588325137397,1
29,167,0.18047294372294367,0.10416023790248093,1
30,65,0.1843297258297258,0.10283797478856409,1
