Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,0,0.1975955988455988,0.10846411047971911,1
2,184,0.37083333333333335,0.10825317547305484,1
3,61,0.268,0.10054518055746547,1
4,270,0.505,0.049749371855330994,1
5,159,0.4158333333333333,0.10833012815771369,1
6,124,0.365,0.10657548185832112,1
7,30,0.2526666666666667,0.10826202781523477,1
8,120,0.3508333333333333,0.1113646413065356,1
9,0,0.18444877344877342,0.1079022217635416,1
10,0,0.20161544011544008,0.14155502124515718,2
11,202,0.42,0.10132456102380444,1
12,119,0.35666666666666663,0.11185307823708344,1
13,73,0.29083333333333333,0.1087140745257945,1
14,86,0.33399999999999996,0.13099872772919083,2
15,65,0.2765,0.09428370308100265,1
16,172,0.39166666666666666,0.09824855102126331,1
17,126,0.325,0.10507933510765409,1
18,585,0.505,0.049749371855330994,1
19,116,0.3266666666666667,0.11406625754845783,1
20,0,0.20435714285714282,0.11364638719621195,1
21,260,0.4716666666666666,0.08516324194027476,1
22,131,0.3358333333333334,0.11270351961377839,1
23,0,0.20798051948051946,0.10725184155691861,1
24,97,0.31000000000000005,0.10677078252031312,1
25,120,0.35916666666666663,0.11588727760678094,1
26,306,0.505,0.049749371855330994,1
27,7,0.2236031746031746,0.1124615423755137,1
28,63,0.29083333333333333,0.11023648821208581,1
29,105,0.3341666666666667,0.11516594307539206,1
30,93,0.3316666666666667,0.10272671404156651,1
