Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,258,0.4133333333333333,0.10132456102380444,1
2,30,0.2771666666666667,0.11637236689943957,1
3,1,0.2035674603174603,0.10864762675535845,1
4,128,0.33,0.10731573354670165,1
5,24,0.22938095238095235,0.10659554389055981,1
6,21,0.24273809523809525,0.11247190377299567,1
7,206,0.425,0.10103629710818451,1
8,38,0.2668333333333333,0.11577024660939442,1
9,56,0.2838333333333333,0.11265618787561854,1
10,0,0.19625829725829724,0.10993765435204947,1
11,42,0.279,0.10468524251297313,1
12,87,0.30000000000000004,0.09789450103725608,1
13,394,0.505,0.049749371855330994,1
14,80,0.29266666666666674,0.10615292951418931,1
15,0,0.19625865800865797,0.11002437625938527,1
16,18,0.23795238095238097,0.10422634752918467,1
17,34,0.2786666666666667,0.11640637630492774,1
18,64,0.30133333333333334,0.11543829520570718,1
19,0,0.20292604617604618,0.11608945038314765,1
20,48,0.2651666666666667,0.10716277857125164,1
21,0,0.1989997502497502,0.10806053258526437,1
22,110,0.30333333333333334,0.10173494974687902,1
23,95,0.3141666666666667,0.10983257460537127,1
24,134,0.3408333333333334,0.10075754727728009,1
25,0,0.19160697532601553,0.1071007486517725,1
26,117,0.3475,0.10932558407496999,1
27,0,0.21143759018759017,0.12249726232440473,1
28,147,0.3383333333333334,0.10981044273352754,1
29,0,0.22297727272727272,0.1238291819089972,1
30,407,0.505,0.049749371855330994,1
