Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,96,0.425,0.12829003598617209,1
2,0,0.191984126984127,0.12800118495924176,1
3,0,0.21307142857142858,0.13368451978985335,1
4,77,0.3583333333333333,0.13149778198382917,1
5,10,0.2509047619047619,0.13328816411773983,1
6,418,0.51,0.06999999999999999,1
7,85,0.345,0.1343812983020083,1
8,12,0.256,0.12471122198458681,1
9,143,0.38166666666666665,0.11677376037068907,1
10,81,0.34333333333333327,0.1254325848148452,1
11,152,0.46,0.10832051206181281,1
12,176,0.38,0.11075498483890768,1
13,97,0.375,0.11814539065631521,1
14,28,0.28,0.13576941236277534,1
15,233,0.51,0.06999999999999999,1
16,143,0.3783333333333333,0.11572236891226634,1
17,221,0.45666666666666667,0.10959521481849063,1
18,176,0.4233333333333333,0.11647603473104098,1
19,85,0.4233333333333333,0.11647603473104098,1
20,131,0.44,0.11430952132988166,1
21,160,0.42666666666666664,0.11623730516108463,1
22,57,0.28833333333333333,0.12203141671990318,1
23,69,0.37666666666666665,0.10959521481849063,1
24,207,0.40333333333333327,0.11590225767142473,1
25,134,0.46,0.10832051206181281,1
26,0,0.20018253968253966,0.14087044956303188,1
27,60,0.33666666666666667,0.1311911243610295,1
28,64,0.3283333333333333,0.12737739202856996,1
29,89,0.3516666666666666,0.12166666666666669,1
30,294,0.49,0.09073771725877465,1
