Execução,Execuções Necessárias,Fitness Médio,Desvio Padrão do Fitness,Número de Indivíduos Convergentes
1,94,0.4016666666666666,0.12437622137870424,1
2,12,0.2554285714285714,0.1329996163873553,1
3,85,0.4,0.12583057392117916,1
4,63,0.32666666666666666,0.12454361128179603,1
5,356,0.51,0.06999999999999999,1
6,62,0.3633333333333333,0.1411854572303158,1
7,40,0.2766666666666666,0.12319812408384219,1
8,17,0.27799999999999997,0.12773409881468611,1
9,50,0.32,0.13203534880225573,1
10,0,0.21892929292929292,0.14506742330602074,1
11,20,0.29033333333333333,0.12961867149450346,1
12,75,0.385,0.12789970028633113,1
13,17,0.25566666666666665,0.13648809471891676,1
14,83,0.30166666666666664,0.11533766851197305,1
15,172,0.45,0.11180339887498951,1
16,1012,0.51,0.06999999999999999,1
17,29,0.29233333333333333,0.11847221896574177,1
18,138,0.4,0.12909944487358055,1
19,144,0.44666666666666666,0.11274356350191843,1
20,64,0.32666666666666666,0.12454361128179603,1
21,202,0.43,0.11590225767142474,1
22,1983,0.51,0.06999999999999999,1
23,303,0.51,0.06999999999999999,1
24,0,0.20967460317460318,0.12806513803232752,1
25,16,0.24833333333333332,0.1350822794530142,1
26,80,0.29,0.11575836902790225,1
27,140,0.47,0.10376254944182255,1
28,120,0.44666666666666666,0.11274356350191843,1
29,23,0.24933333333333332,0.11892854997854804,1
30,161,0.41,0.116476034731041,1
